NACA 0012
    1.000000      0.1260008E-02
   0.9916770      0.2421812E-02
   0.9803640      0.3982081E-02
   0.9672594      0.5762781E-02
   0.9527093      0.7707244E-02
   0.9371905      0.9744316E-02
   0.9211097      0.1181607E-01
   0.9047307      0.1388650E-01
   0.8881990      0.1593656E-01
   0.8715891      0.1795703E-01
   0.8549375      0.1994384E-01
   0.8382621      0.2189532E-01
   0.8215725      0.2381075E-01
   0.8048731      0.2568986E-01
   0.7881669      0.2753252E-01
   0.7714559      0.2933864E-01
   0.7547418      0.3110790E-01
   0.7380260      0.3283999E-01
   0.7213095      0.3453446E-01
   0.7045940      0.3619066E-01
   0.6878805      0.3780784E-01
   0.6711703      0.3938509E-01
   0.6544648      0.4092137E-01
   0.6377652      0.4241548E-01
   0.6210729      0.4386604E-01
   0.6043892      0.4527150E-01
   0.5877156      0.4663020E-01
   0.5710537      0.4794027E-01
   0.5544049      0.4919965E-01
   0.5377707      0.5040614E-01
   0.5211531      0.5155734E-01
   0.5045536      0.5265060E-01
   0.4879743      0.5368319E-01
   0.4714170      0.5465206E-01
   0.4548839      0.5555399E-01
   0.4383775      0.5638553E-01
   0.4219001      0.5714298E-01
   0.4054547      0.5782242E-01
   0.3890441      0.5841962E-01
   0.3726718      0.5893008E-01
   0.3563414      0.5934901E-01
   0.3400571      0.5967130E-01
   0.3238238      0.5989144E-01
   0.3076468      0.6000360E-01
   0.2915325      0.6000153E-01
   0.2754881      0.5987852E-01
   0.2595224      0.5962739E-01
   0.2436458      0.5924047E-01
   0.2278707      0.5870956E-01
   0.2122129      0.5802596E-01
   0.1966922      0.5718046E-01
   0.1813346      0.5616360E-01
   0.1661743      0.5496595E-01
   0.1512584      0.5357885E-01
   0.1366519      0.5199581E-01
   0.1224445      0.5021466E-01
   0.1087567      0.4824117E-01
   0.9574136E-01  0.4609305E-01
   0.8357231E-01  0.4380338E-01
   0.7241546E-01  0.4141990E-01
   0.6238890E-01  0.3899818E-01
   0.5353202E-01  0.3659033E-01
   0.4580243E-01  0.3423553E-01
   0.3909896E-01  0.3195611E-01
   0.3329318E-01  0.2975959E-01
   0.2825497E-01  0.2764325E-01
   0.2386639E-01  0.2559825E-01
   0.2002774E-01  0.2361293E-01
   0.1665772E-01  0.2167454E-01
   0.1369190E-01  0.1977038E-01
   0.1108039E-01  0.1788829E-01
   0.8785790E-02  0.1601715E-01
   0.6781188E-02  0.1414718E-01
   0.5048486E-02  0.1227032E-01
   0.3577205E-02  0.1038139E-01
   0.2362680E-02  0.8479137E-02
   0.1403619E-02  0.6567456E-02
   0.6990664E-03  0.4656980E-02
   0.2435076E-03  0.2761189E-02
   0.2600715E-04  0.9056917E-03
   0.2600030E-04 -0.9055726E-03
   0.2434659E-03 -0.2760954E-02
   0.6990317E-03 -0.4656866E-02
   0.1403523E-02 -0.6567237E-02
   0.2362621E-02 -0.8479033E-02
   0.3577067E-02 -0.1038120E-01
   0.5048332E-02 -0.1227014E-01
   0.6781018E-02 -0.1414700E-01
   0.8785618E-02 -0.1601700E-01
   0.1108021E-01 -0.1788815E-01
   0.1369165E-01 -0.1977021E-01
   0.1665745E-01 -0.2167438E-01
   0.2002739E-01 -0.2361274E-01
   0.2386596E-01 -0.2559804E-01
   0.2825448E-01 -0.2764303E-01
   0.3329274E-01 -0.2975942E-01
   0.3909845E-01 -0.3195593E-01
   0.4580186E-01 -0.3423535E-01
   0.5353134E-01 -0.3659014E-01
   0.6238820E-01 -0.3899799E-01
   0.7241462E-01 -0.4141972E-01
   0.8357136E-01 -0.4380319E-01
   0.9574048E-01 -0.4609289E-01
   0.1087557     -0.4824102E-01
   0.1224436     -0.5021455E-01
   0.1366510     -0.5199570E-01
   0.1512576     -0.5357877E-01
   0.1661733     -0.5496586E-01
   0.1813336     -0.5616353E-01
   0.1966913     -0.5718040E-01
   0.2122120     -0.5802592E-01
   0.2278698     -0.5870953E-01
   0.2436448     -0.5924044E-01
   0.2595215     -0.5962737E-01
   0.2754870     -0.5987851E-01
   0.2915313     -0.6000153E-01
   0.3076455     -0.6000361E-01
   0.3238225     -0.5989146E-01
   0.3400558     -0.5967132E-01
   0.3563399     -0.5934904E-01
   0.3726704     -0.5893012E-01
   0.3890429     -0.5841967E-01
   0.4054536     -0.5782247E-01
   0.4218991     -0.5714303E-01
   0.4383765     -0.5638558E-01
   0.4548829     -0.5555404E-01
   0.4714160     -0.5465211E-01
   0.4879734     -0.5368324E-01
   0.5045527     -0.5265066E-01
   0.5211521     -0.5155740E-01
   0.5377698     -0.5040621E-01
   0.5544039     -0.4919973E-01
   0.5710527     -0.4794035E-01
   0.5877146     -0.4663029E-01
   0.6043880     -0.4527159E-01
   0.6210718     -0.4386612E-01
   0.6377640     -0.4241557E-01
   0.6544638     -0.4092146E-01
   0.6711693     -0.3938518E-01
   0.6878794     -0.3780794E-01
   0.7045928     -0.3619077E-01
   0.7213085     -0.3453457E-01
   0.7380249     -0.3284011E-01
   0.7547408     -0.3110800E-01
   0.7714550     -0.2933874E-01
   0.7881660     -0.2753260E-01
   0.8048724     -0.2568993E-01
   0.8215719     -0.2381081E-01
   0.8382618     -0.2189536E-01
   0.8549372     -0.1994388E-01
   0.8715888     -0.1795706E-01
   0.8881988     -0.1593658E-01
   0.9047306     -0.1388651E-01
   0.9211097     -0.1181607E-01
   0.9371904     -0.9744328E-02
   0.9527093     -0.7707253E-02
   0.9672596     -0.5762761E-02
   0.9803641     -0.3982068E-02
   0.9916771     -0.2421804E-02
    1.000000     -0.1260008E-02
